lat,long,week1,week2,week3,week4,fourweek_avg
31.1591664525912,-103.39166650665,1.0,1.0,0.5,0.5,0.75
31.0199997825547,-103.383333173115,0.5,0.5,0.5,1.0,0.625
31.0274997827363,-103.379999839701,0.5,0.5,0.5,1.0,0.625
31.0324997828574,-103.375833172933,0.5,0.5,0.5,1.0,0.625
31.0391664496855,-103.371666506166,0.5,0.5,0.5,1.0,0.625
31.0458331165136,-103.369999839459,0.5,0.5,0.5,1.0,0.625
31.0524997833417,-103.364999839337,0.5,0.5,1.0,1.0,0.75
31.0599997835233,-103.36083317257,0.5,0.5,1.0,1.0,0.75
31.0741662870877,-103.25,0.5,0.5,1.0,1.0,0.75
31.1708331195404,-103.289999837521,1.0,1.0,0.5,0.5,0.75
31.1741664529544,-103.28249983734,1.0,1.0,0.5,0.5,0.75
31.1708331195404,-103.276666503865,1.0,1.0,0.5,0.5,0.75
31.0916664509572,-103.25,0.5,0.5,1.0,1.0,0.75
31.1708331195404,-103.299999837764,1.0,1.0,0.5,0.5,0.75
31.0533331166952,-103.359166505863,0.5,0.5,1.0,1.0,0.75
31.1633331193588,-103.274999837158,1.0,1.0,0.5,0.5,0.75
